city,state,date_time,shape,duration
Jacksonville,FL,2017-01-01T00:07:00,light,1 - 5 minutes
Rancho Cordova,CA,2017-01-01T00:05:00,egg,1 - 5 minutes
San Jose,CA,2017-01-01T00:01:00,triangle,< 1 minute
Pakistan,XX,2017-01-01T00:00:00,cone,1 - 5 minutes
Indianapolis,IN,2017-01-01T00:00:00,fireball,6 - 10 minutes
Halethorpe,MD,2017-01-01T00:00:00,unknown,1 - 5 minutes
Phoenix,AZ,2016-12-31T23:56:00,triangle,1 - 5 minutes
Anchorage,AK,2016-12-31T23:50:00,fireball,16 - 20 minutes
Wasilla,AK,2016-12-31T23:45:00,oval,1 - 5 minutes
Schaumburg,IL,2016-12-31T23:35:00,light,1 - 5 minutes
North Port,FL,2016-12-31T23:33:00,sphere,6 - 10 minutes
Campbell,CA,2016-12-31T23:00:00,triangle,1 - 5 minutes
Fuquay,NC,2016-12-31T23:00:00,unknown,121 + minutes
Saint George,UT,2016-12-31T23:00:00,light,< 1 minute
Santa Cruz,CA,2016-12-31T23:00:00,light,1 - 5 minutes
Northglenn,CO,2016-12-31T23:00:00,fireball,< 1 minute
Satellite Beach,FL,2016-12-31T23:00:00,circle,61 - 120 minutes
Coeur d'Alene,ID,2016-12-31T22:59:00,fireball,1 - 5 minutes
Ponte Vedra Beach,FL,2016-12-31T22:50:00,oval,< 1 minute
Boise,ID,2016-12-31T22:36:00,circle,1 - 5 minutes
Indialantic,FL,2016-12-31T22:24:00,formation,1 - 5 minutes
New Smyrna Beach,FL,2016-12-31T22:00:00,circle,1 - 5 minutes
Hallam,PA,2016-12-31T22:00:00,circle,1 - 5 minutes
Wasilla,AK,2016-12-31T20:30:00,circle,1 - 5 minutes
Redmond,OR,2016-12-31T20:00:00,sphere,121 + minutes
Green Bay,WI,2016-12-31T20:00:00,light,61 - 120 minutes
Lutz,FL,2016-12-31T19:41:00,formation,< 1 minute
Victor,MT,2016-12-31T19:00:00,sphere,6 - 10 minutes
Hungary,XX,2016-12-31T18:55:00,flash,< 1 minute
Mesa,AZ,2016-12-31T17:00:00,egg,16 - 20 minutes
Eugene,OR,2016-12-31T11:10:00,diamond,6 - 10 minutes
Deer Park,NY,2016-12-31T10:13:00,other,< 1 minute
Arvada,CO,2016-12-31T09:50:00,unknown,< 1 minute
Santa Fe,NM,2016-12-31T09:20:00,fireball,< 1 minute
Phoenix,AZ,2016-12-31T02:45:00,flash,< 1 minute
Columbia,SC,2016-12-31T02:25:00,circle,< 1 minute
Novato,CA,2016-12-31T01:32:00,changing,1 - 5 minutes
Cleburne,TX,2016-12-31T00:30:00,oval,61 - 120 minutes
Burlington,NJ,2016-12-31T00:30:00,circle,1 - 5 minutes
Turner,KS,2016-12-31T00:00:00,unknown,< 1 minute
Myrtle Beach,SC,2016-12-30T22:00:00,light,121 + minutes
Uxbridge,MA,2016-12-30T22:00:00,disk,1 - 5 minutes
Dandridge,TN,2016-12-30T22:00:00,light,21 - 30 minutes
Spring Hill,FL,2016-12-30T21:40:00,cylinder,1 - 5 minutes
Newport Beach,CA,2016-12-30T20:30:00,light,1 - 5 minutes
New River,AZ,2016-12-30T20:00:00,fireball,1 - 5 minutes
Miss Point,MS,2016-12-30T20:00:00,unknown,1 - 5 minutes
Gresham,OR,2016-12-30T18:42:00,light,61 - 120 minutes
San Antonio,TX,2016-12-30T18:30:00,fireball,6 - 10 minutes
Richland,WA,2016-12-30T15:55:00,triangle,1 - 5 minutes
Huntsville,AL,2016-12-30T14:42:00,formation,1 - 5 minutes
Providence,RI,2016-12-30T02:39:00,light,6 - 10 minutes
Delmar,DE,2016-12-30T01:30:00,sphere,1 - 5 minutes
Toronto,ON,2016-12-30T01:30:00,light,1 - 5 minutes
Delmar,DE,2016-12-30T01:30:00,sphere,1 - 5 minutes
Indianapolis,IN,2016-12-30T01:01:00,diamond,31 - 60 minutes
North Las Vegas,NV,2016-12-29T22:23:00,light,1 - 5 minutes
North Las Vegas,NV,2016-12-29T22:23:00,light,1 - 5 minutes
Hartselle,AL,2016-12-29T22:00:00,triangle,61 - 120 minutes
Davenport,WA,2016-12-29T21:30:00,unknown,1 - 5 minutes
Davenport,WA,2016-12-29T21:30:00,fireball,1 - 5 minutes
Davenport,WA,2016-12-29T21:30:00,unknown,1 - 5 minutes
Delray Beach,FL,2016-12-29T20:40:00,egg,< 1 minute
North Dartmouth,MA,2016-12-29T20:00:00,other,< 1 minute
Dillon,SC,2016-12-29T20:00:00,chevron,121 + minutes
El Monte,CA,2016-12-29T20:00:00,circle,1 - 5 minutes
Patterson,LA,2016-12-29T20:00:00,circle,6 - 10 minutes
Norfolk,VA,2016-12-29T16:17:00,rectangle,< 1 minute
Templeton,CA,2016-12-29T12:54:00,rectangle,< 1 minute
Miami,FL,2016-12-29T11:00:00,unknown,1 - 5 minutes
Davie,FL,2016-12-29T07:00:00,formation,1 - 5 minutes
Elkhorn,WI,2016-12-29T06:00:00,triangle,1 - 5 minutes
White Stone,VA,2016-12-29T02:00:00,light,121 + minutes
Eugene,OR,2016-12-28T22:00:00,sphere,< 1 minute
Fredericksburg,VA,2016-12-28T21:01:00,cylinder,1 - 5 minutes
Elkton,MD,2016-12-28T19:20:00,light,6 - 10 minutes
Spring Lake,AB,2016-12-28T19:00:00,triangle,1 - 5 minutes
Rosamond,CA,2016-12-28T18:00:00,circle,1 - 5 minutes
Marlborough,MA,2016-12-28T17:00:00,triangle,1 - 5 minutes
Jewett City,CT,2016-12-28T15:40:00,light,31 - 60 minutes
Suwanee,GA,2016-12-28T08:39:00,changing,< 1 minute
Millers Creek,NC,2016-12-28T08:30:00,other,1 - 5 minutes
Multiple,IL,2016-12-28T05:00:00,light,61 - 120 minutes
Aiken,SC,2016-12-28T04:30:00,light,< 1 minute
Las Vegas,NV,2016-12-27T21:30:00,other,1 - 5 minutes
Columbia,MO,2016-12-27T21:15:00,light,1 - 5 minutes
Texhoma,TX,2016-12-27T19:45:00,circle,61 - 120 minutes
Waianae,HI,2016-12-27T19:30:00,sphere,1 - 5 minutes
Tucson,AZ,2016-12-27T18:00:00,unknown,61 - 120 minutes
Jackson,TN,2016-12-27T15:00:00,cigar,< 1 minute
Center Line,MI,2016-12-27T01:00:00,light,< 1 minute
Dillon,SC,2016-12-26T22:00:00,chevron,61 - 120 minutes
Philadelphia,PA,2016-12-26T21:30:00,light,6 - 10 minutes
Buckingham,VA,2016-12-26T20:00:00,unknown,61 - 120 minutes
Chicago,IL,2016-12-26T17:00:00,fireball,< 1 minute
Corning,AR,2016-12-26T05:40:00,cylinder,< 1 minute
Bivins,TX,2016-12-26T00:00:00,circle,121 + minutes
White Rock,BC,2016-12-25T22:30:00,sphere,1 - 5 minutes
Lincoln City,OR,2016-12-25T21:30:00,light,1 - 5 minutes
Sylvania,GA,2016-12-25T20:30:00,sphere,1 - 5 minutes
Whitehall,PA,2016-12-25T20:30:00,other,< 1 minute
New London,PA,2016-12-25T20:15:00,circle,1 - 5 minutes
Cathedral City,CA,2016-12-25T20:00:00,circle,21 - 30 minutes
Belfair,WA,2016-12-25T18:50:00,light,6 - 10 minutes
Aliso Viejo,CA,2016-12-25T18:00:00,circle,6 - 10 minutes
Oxnard,CA,2016-12-25T12:35:00,circle,1 - 5 minutes
Exit 8 mass pike,MA,2016-12-25T06:15:00,sphere,1 - 5 minutes
Oxnard,CA,2016-12-25T00:30:00,sphere,1 - 5 minutes
Mexico,XX,2016-12-25T00:15:00,sphere,1 - 5 minutes
New Zealand,XX,2016-12-24T23:45:00,light,1 - 5 minutes
Manchester,CT,2016-12-24T23:25:00,oval,1 - 5 minutes
Menifee,CA,2016-12-24T22:45:00,sphere,1 - 5 minutes
Redding,CA,2016-12-24T22:44:00,circle,1 - 5 minutes
Kalispell,MT,2016-12-24T22:10:00,sphere,1 - 5 minutes
Carson City,NV,2016-12-24T22:00:00,cross,< 1 minute
Palmetto,FL,2016-12-24T21:50:00,unknown,1 - 5 minutes
Charlottesville,VA,2016-12-24T21:02:00,unknown,1 - 5 minutes
Anthem,AZ,2016-12-24T21:00:00,sphere,1 - 5 minutes
Port Orange,FL,2016-12-24T20:30:00,sphere,1 - 5 minutes
Lake Umatilla; John Day Dam,WA,2016-12-24T20:04:00,light,< 1 minute
Marietta,GA,2016-12-24T19:55:00,circle,1 - 5 minutes
Greeley,CO,2016-12-24T19:00:00,unknown,< 1 minute
Montpelier,VT,2016-12-24T18:45:00,flash,< 1 minute
Waterbury,CT,2016-12-24T18:30:00,diamond,61 - 120 minutes
Ludlow,MA,2016-12-24T18:00:00,formation,1 - 5 minutes
Olympia,WA,2016-12-24T17:45:00,sphere,31 - 60 minutes
Providence,RI,2016-12-24T16:45:00,circle,< 1 minute
Bellevue,WA,2016-12-24T01:00:00,flash,121 + minutes
Milford,CT,2016-12-24T00:18:00,diamond,121 + minutes
Aberdeen,SD,2016-12-23T21:00:00,light,1 - 5 minutes
Mead,CO,2016-12-23T21:00:00,circle,1 - 5 minutes
Simpsonville,SC,2016-12-23T20:45:00,other,6 - 10 minutes
Woodridge,IL,2016-12-23T19:30:00,light,< 1 minute
Christiana,TN,2016-12-23T19:00:00,other,16 - 20 minutes
Delta Junction,AK,2016-12-23T18:10:00,fireball,< 1 minute
Tucson,AZ,2016-12-23T17:30:00,formation,1 - 5 minutes
Fresno,CA,2016-12-23T17:15:00,oval,1 - 5 minutes
Melbourne,YT,2016-12-23T12:00:00,teardrop,1 - 5 minutes
Clearwater,FL,2016-12-23T03:09:00,triangle,< 1 minute
New Brockton,AL,2016-12-22T21:30:00,light,< 1 minute
Girard,OH,2016-12-22T21:30:00,light,1 - 5 minutes
Garland,TX,2016-12-22T18:40:00,light,16 - 20 minutes
Deer River,MN,2016-12-22T18:30:00,light,21 - 30 minutes
Evansville,IN,2016-12-22T10:00:00,circle,< 1 minute
Eden,ID,2016-12-22T03:00:00,flash,1 - 5 minutes
Sandown,NH,2016-12-22T01:24:00,other,< 1 minute
Shrewsbury,PA,2016-12-21T21:45:00,other,6 - 10 minutes
Hillsborough,NC,2016-12-21T21:30:00,fireball,< 1 minute
Redwood City,CA,2016-12-21T21:00:00,changing,< 1 minute
Fort Meade,MD,2016-12-21T21:00:00,triangle,< 1 minute
Cheltenham,PA,2016-12-21T19:30:00,light,6 - 10 minutes
Waynesboro,VA,2016-12-21T19:15:00,sphere,1 - 5 minutes
Springfield,MO,2016-12-21T17:30:00,oval,1 - 5 minutes
Harrisonburg,LA,2016-12-21T07:15:00,circle,< 1 minute
East Peoria,IL,2016-12-21T07:08:00,other,1 - 5 minutes
New York,NY,2016-12-21T03:00:00,circle,6 - 10 minutes
Louisville,KY,2016-12-21T00:00:00,unknown,61 - 120 minutes
Santa Rosa,CA,2016-12-20T22:30:00,sphere,1 - 5 minutes
Sun City West,AZ,2016-12-20T20:30:00,fireball,1 - 5 minutes
Fresno,CA,2016-12-20T19:00:00,circle,1 - 5 minutes
Syracuse,NY,2016-12-20T16:15:00,circle,< 1 minute
Florence Jct.,AZ,2016-12-19T21:53:00,circle,< 1 minute
Redding,CA,2016-12-19T21:50:00,light,< 1 minute
Gilbert,AZ,2016-12-19T20:02:00,light,1 - 5 minutes
Phoenix,AZ,2016-12-19T19:02:00,circle,121 + minutes
Huber Heights,OH,2016-12-19T18:30:00,cylinder,61 - 120 minutes
Conway,AR,2016-12-19T18:00:00,chevron,121 + minutes
Anchorage,AK,2016-12-19T10:30:00,circle,< 1 minute
Town and Country,MO,2016-12-19T06:50:00,light,6 - 10 minutes
Salt Lake City,UT,2016-12-19T03:30:00,triangle,1 - 5 minutes
Richardson,TX,2016-12-19T01:27:00,triangle,< 1 minute
Wetaskiwin,AB,2016-12-18T22:00:00,light,1 - 5 minutes
Berryville,AR,2016-12-18T21:50:00,formation,< 1 minute
Honolulu,HI,2016-12-18T21:15:00,light,1 - 5 minutes
Saint George,UT,2016-12-18T21:00:00,chevron,< 1 minute
Bend,OR,2016-12-18T20:40:00,other,1 - 5 minutes
Mission,KS,2016-12-18T19:30:00,light,6 - 10 minutes
Lancaster,OH,2016-12-18T19:00:00,light,1 - 5 minutes
Great Falls,MT,2016-12-18T18:30:00,triangle,< 1 minute
India,XX,2016-12-18T17:14:00,other,1 - 5 minutes
New Zealand,XX,2016-12-17T22:00:00,triangle,16 - 20 minutes
New Zealand,XX,2016-12-17T22:00:00,triangle,16 - 20 minutes
San Pedro,CA,2016-12-17T21:00:00,other,61 - 120 minutes
Kahana,HI,2016-12-17T20:00:00,fireball,< 1 minute
San Diego,CA,2016-12-17T20:00:00,sphere,1 - 5 minutes
Waipio,HI,2016-12-17T19:53:00,circle,< 1 minute
Ojai,CA,2016-12-17T19:15:00,oval,1 - 5 minutes
Weston,FL,2016-12-17T07:30:00,circle,1 - 5 minutes
Fairfield,CA,2016-12-17T00:08:00,fireball,1 - 5 minutes
Rio Rancho,NM,2016-12-16T23:30:00,fireball,< 1 minute
Hixson,TN,2016-12-16T22:20:00,other,1 - 5 minutes
Dade City,FL,2016-12-16T22:00:00,circle,< 1 minute
La Veta,CO,2016-12-16T19:30:00,light,6 - 10 minutes
Kelso,WA,2016-12-16T18:30:00,other,1 - 5 minutes
Skiatook,OK,2016-12-16T18:00:00,light,1 - 5 minutes
Carson City,NV,2016-12-16T06:25:00,unknown,< 1 minute
Syracuse,NY,2016-12-15T21:00:00,oval,1 - 5 minutes
Johnson City,TN,2016-12-15T20:30:00,triangle,1 - 5 minutes
Davie,FL,2016-12-15T20:00:00,egg,1 - 5 minutes
Middlefield,CT,2016-12-15T19:00:00,light,21 - 30 minutes
Winchester,KS,2016-12-15T19:00:00,triangle,1 - 5 minutes
Corbin,KY,2016-12-15T18:00:00,flash,< 1 minute
Simpsonville,SC,2016-12-15T17:50:00,disk,6 - 10 minutes
Panama City,FL,2016-12-15T17:00:00,circle,21 - 30 minutes
Stephenson,VA,2016-12-15T14:00:00,circle,1 - 5 minutes
Chandler,AZ,2016-12-15T07:12:00,unknown,1 - 5 minutes
Ozark,AL,2016-12-15T05:37:00,unknown,< 1 minute
Cumming,GA,2016-12-14T20:15:00,light,< 1 minute
North Chesterfield,VA,2016-12-14T19:54:00,formation,< 1 minute
Dabney,KY,2016-12-14T19:21:00,triangle,< 1 minute
Clinton,CT,2016-12-14T17:00:00,circle,1 - 5 minutes
San Diego,CA,2016-12-14T09:00:00,oval,1 - 5 minutes
South Burlington,VT,2016-12-14T06:00:00,light,< 1 minute
Prescott Valley,AZ,2016-12-14T05:35:00,unknown,6 - 10 minutes
Monroe Twp,NJ,2016-12-14T05:00:00,unknown,6 - 10 minutes
Berthoud,CO,2016-12-14T01:00:00,disk,< 1 minute
Liberty Lake,WA,2016-12-13T23:00:00,triangle,6 - 10 minutes
Chicago,IL,2016-12-13T22:20:00,light,< 1 minute
La Jolla,CA,2016-12-13T22:00:00,light,1 - 5 minutes
Fort Lauderdale,FL,2016-12-13T21:15:00,circle,< 1 minute
Cedar Rapids,IA,2016-12-13T21:00:00,triangle,< 1 minute
Panama City,FL,2016-12-13T19:00:00,circle,< 1 minute
Hale,MI,2016-12-13T19:00:00,light,6 - 10 minutes
Dubuque,IA,2016-12-13T19:00:00,light,< 1 minute
Saint Johns,FL,2016-12-13T18:30:00,chevron,1 - 5 minutes
Atlantic Ocean,XX,2016-12-13T17:00:00,other,< 1 minute
West Des Moines,IA,2016-12-13T05:35:00,light,< 1 minute
Pasadena,CA,2016-12-13T03:37:00,unknown,1 - 5 minutes
Zanesvill,OH,2016-12-13T00:28:00,chevron,< 1 minute
Hagerstown,MD,2016-12-12T21:30:00,fireball,< 1 minute
Jacksonville,FL,2016-12-12T20:45:00,light,< 1 minute
Taos,NM,2016-12-12T19:07:00,light,16 - 20 minutes
Stevens Pass,WA,2016-12-12T19:06:00,changing,< 1 minute
Marietta,GA,2016-12-12T19:00:00,light,61 - 120 minutes
West Collingswood,NJ,2016-12-12T18:50:00,sphere,< 1 minute
South Lake Tahoe,CA,2016-12-12T18:30:00,light,6 - 10 minutes
Salem,OR,2016-12-12T17:32:00,other,1 - 5 minutes
Green Valley,AZ,2016-12-12T16:30:00,disk,Unknown
Green Valley,AZ,2016-12-12T16:30:00,cone,Unknown
Eden Prarie,MN,2016-12-12T07:30:00,light,1 - 5 minutes
Smithville,MO,2016-12-12T06:20:00,circle,< 1 minute
Tamaqua,PA,2016-12-12T01:00:00,unknown,1 - 5 minutes
Casey,IA,2016-12-11T22:30:00,light,< 1 minute
Saint George,UT,2016-12-11T20:00:00,other,21 - 30 minutes
South Africa,XX,2016-12-11T18:41:00,circle,< 1 minute
Fort Collins,CO,2016-12-11T18:00:00,other,< 1 minute
Helena,MT,2016-12-11T17:45:00,sphere,< 1 minute
Independence,LA,2016-12-11T16:00:00,light,61 - 120 minutes
Chester,PA,2016-12-11T14:00:00,formation,1 - 5 minutes
Trabuco Canyon,CA,2016-12-11T08:56:00,sphere,< 1 minute
Gallatin Gateway,MT,2016-12-11T06:15:00,circle,1 - 5 minutes
Hot Springs,SD,2016-12-10T23:47:00,circle,6 - 10 minutes
Delta,CO,2016-12-10T22:10:00,fireball,< 1 minute
Erving,MA,2016-12-10T22:00:00,flash,11 - 15 minutes
Farragut,TN,2016-12-10T21:00:00,light,11 - 15 minutes
Delta,CO,2016-12-10T21:00:00,fireball,6 - 10 minutes
Virginia Beach,VA,2016-12-10T20:41:00,cigar,< 1 minute
Greece,XX,2016-12-10T20:00:00,disk,< 1 minute
Kayenta,AZ,2016-12-10T18:52:00,disk,6 - 10 minutes
Lahaina,HI,2016-12-10T18:30:00,rectangle,1 - 5 minutes
Navajo,NM,2016-12-10T18:15:00,light,6 - 10 minutes
Santa Fe,NM,2016-12-10T18:00:00,formation,6 - 10 minutes
Arlington,VA,2016-12-10T08:40:00,oval,< 1 minute
Hickory,NC,2016-12-10T08:37:00,cone,1 - 5 minutes
Pearland,TX,2016-12-10T07:12:00,oval,< 1 minute
Phoenix,AZ,2016-12-09T22:00:00,unknown,21 - 30 minutes
Portland,OR,2016-12-09T21:50:00,flash,< 1 minute
Oldsmar,FL,2016-12-09T21:39:00,sphere,1 - 5 minutes
Kingman,AZ,2016-12-09T21:30:00,triangle,< 1 minute
Fredericksburg,VA,2016-12-09T20:30:00,circle,1 - 5 minutes
Lancing,TN,2016-12-09T19:30:00,diamond,1 - 5 minutes
Tewksbury,MA,2016-12-09T19:00:00,triangle,1 - 5 minutes
Newport,ME,2016-12-09T16:30:00,disk,6 - 10 minutes
Fredericksburg,VA,2016-12-09T16:15:00,sphere,1 - 5 minutes
India,XX,2016-12-09T07:15:00,cigar,< 1 minute
Truro,NS,2016-12-09T05:25:00,oval,< 1 minute
Jerseyville,IL,2016-12-08T19:30:00,triangle,< 1 minute
Saint Clair,MO,2016-12-08T17:30:00,light,61 - 120 minutes
Cromwell,CT,2016-12-08T17:15:00,circle,1 - 5 minutes
Atlanta,GA,2016-12-08T16:00:00,sphere,1 - 5 minutes
Anchorage,AK,2016-12-07T23:30:00,flash,< 1 minute
Napili,HI,2016-12-07T22:50:00,fireball,< 1 minute
Bellingham,WA,2016-12-07T22:10:00,fireball,< 1 minute
Snellville,GA,2016-12-07T19:15:00,circle,1 - 5 minutes
Fishkill,NY,2016-12-07T19:00:00,triangle,1 - 5 minutes
Bend,OR,2016-12-07T19:00:00,circle,61 - 120 minutes
Las Vegas,NV,2016-12-07T18:53:00,other,1 - 5 minutes
Riverdale,GA,2016-12-07T18:20:00,cylinder,1 - 5 minutes
Plymouth,MA,2016-12-07T18:00:00,light,1 - 5 minutes
Waterloo,ON,2016-12-07T17:15:00,light,1 - 5 minutes
Orlando,FL,2016-12-07T07:00:00,fireball,< 1 minute
Pt. Sur,CA,2016-12-07T05:00:00,flash,6 - 10 minutes
Saint Augustine,FL,2016-12-07T00:00:00,circle,1 - 5 minutes
Binghamton,NY,2016-12-06T22:30:00,flash,1 - 5 minutes
High Point,NC,2016-12-06T20:45:00,other,< 1 minute
Austin,NV,2016-12-06T19:15:00,fireball,< 1 minute
Austin,NV,2016-12-06T19:00:00,other,1 - 5 minutes
Nairn,LA,2016-12-06T18:00:00,formation,6 - 10 minutes
Holland,PA,2016-12-06T17:30:00,sphere,1 - 5 minutes
New York,NY,2016-12-06T17:00:00,unknown,< 1 minute
Lake Jackson,TX,2016-12-06T13:15:00,unknown,< 1 minute
Union,IL,2016-12-06T07:15:00,chevron,16 - 20 minutes
Osterville,MA,2016-12-06T05:00:00,light,< 1 minute
Sunrise,FL,2016-12-06T01:40:00,circle,6 - 10 minutes
Regina,SK,2016-12-05T22:40:00,light,1 - 5 minutes
Niantic,CT,2016-12-05T20:05:00,triangle,< 1 minute
Ivins,UT,2016-12-05T18:39:00,circle,< 1 minute
Haskell,NJ,2016-12-05T18:15:00,triangle,6 - 10 minutes
Westmoreland,NH,2016-12-05T18:00:00,disk,1 - 5 minutes
Keswick,ON,2016-12-05T17:40:00,unknown,6 - 10 minutes
Elizabethtown,PA,2016-12-05T16:00:00,changing,1 - 5 minutes
Webster,NY,2016-12-05T04:00:00,unknown,< 1 minute
Stratford,CT,2016-12-05T03:30:00,light,61 - 120 minutes
La Pine,OR,2016-12-05T01:40:00,fireball,< 1 minute
Sauk Rapids,MN,2016-12-04T23:10:00,triangle,< 1 minute
Huntington Beach,CA,2016-12-04T22:40:00,chevron,< 1 minute
Freeport,ME,2016-12-04T20:00:00,diamond,121 + minutes
Sioux Falls,SD,2016-12-04T19:32:00,light,< 1 minute
Arcade,GA,2016-12-04T19:10:00,circle,1 - 5 minutes
Redwood Falls,MN,2016-12-04T19:00:00,circle,1 - 5 minutes
Brinklow,MD,2016-12-04T18:15:00,circle,31 - 60 minutes
Winter Harbor,ME,2016-12-04T18:00:00,disk,< 1 minute
Severn,MD,2016-12-04T17:30:00,light,1 - 5 minutes
Mission Viejo,CA,2016-12-04T15:03:00,light,1 - 5 minutes
Marana,AZ,2016-12-04T14:16:00,unknown,< 1 minute
London,ON,2016-12-04T12:10:00,other,16 - 20 minutes
Matawan,NJ,2016-12-03T23:37:00,flash,1 - 5 minutes
Morgantown,WV,2016-12-03T21:00:00,light,< 1 minute
Macomb,MI,2016-12-03T20:45:00,circle,121 + minutes
Corte Madera,CA,2016-12-03T19:30:00,disk,1 - 5 minutes
Boone Grove,IN,2016-12-03T18:15:00,disk,1 - 5 minutes
Rockville,MD,2016-12-03T18:00:00,oval,6 - 10 minutes
North Snohomish,WA,2016-12-03T17:15:00,formation,< 1 minute
Whittier,CA,2016-12-03T16:00:00,formation,1 - 5 minutes
Santa Cruz,CA,2016-12-03T16:00:00,light,21 - 30 minutes
Gorham,ME,2016-12-03T14:00:00,unknown,< 1 minute
Philadelphia,PA,2016-12-02T22:00:00,light,61 - 120 minutes
Reidsville,NC,2016-12-02T20:00:00,light,1 - 5 minutes
Raphine,VA,2016-12-02T18:00:00,circle,1 - 5 minutes
Chester,VA,2016-12-02T17:13:00,other,< 1 minute
Ashland,VA,2016-12-02T17:00:00,unknown,< 1 minute
Roswell,NM,2016-12-02T15:00:00,unknown,1 - 5 minutes
Snellville,GA,2016-12-02T09:26:00,triangle,< 1 minute
Plainville,CT,2016-12-01T20:35:00,circle,< 1 minute
Portland,TN,2016-12-01T19:45:00,light,1 - 5 minutes
Glendale,AZ,2016-12-01T18:52:00,light,< 1 minute
Conway,SC,2016-12-01T18:45:00,formation,1 - 5 minutes
San Bernardino,CA,2016-12-01T18:17:00,light,1 - 5 minutes
Amherst,NY,2016-12-01T18:00:00,oval,1 - 5 minutes
Montgomery,AL,2016-12-01T17:30:00,circle,1 - 5 minutes
Asbury Park,NJ,2016-12-01T16:30:00,oval,1 - 5 minutes
Escondido,CA,2016-12-01T12:46:00,other,< 1 minute
Raton,NM,2016-12-01T07:00:00,cylinder,6 - 10 minutes
Edmonds,WA,2016-11-30T23:45:00,changing,< 1 minute
Camp Shelby,MS,2016-11-30T23:30:00,unknown,< 1 minute
Riverton,WY,2016-11-30T21:00:00,circle,1 - 5 minutes
Radcliff,KY,2016-11-30T20:40:00,triangle,1 - 5 minutes
Kingsland,GA,2016-11-30T20:00:00,unknown,6 - 10 minutes
Fayetteville,TX,2016-11-30T19:30:00,triangle,< 1 minute
Belmont,MI,2016-11-29T23:30:00,circle,< 1 minute
Bridgeport,WV,2016-11-29T22:47:00,oval,< 1 minute
American Canyon,CA,2016-11-29T22:27:00,triangle,1 - 5 minutes
Colorado Springs,CO,2016-11-29T22:15:00,triangle,< 1 minute
Niagara Falls,ON,2016-11-29T21:00:00,circle,121 + minutes
Carlinville,IL,2016-11-29T20:15:00,rectangle,6 - 10 minutes
Englewood,CO,2016-11-29T19:45:00,unknown,< 1 minute
Fairfield,CA,2016-11-29T19:45:00,changing,< 1 minute
Corona,CA,2016-11-29T19:00:00,circle,21 - 30 minutes
Midland,MI,2016-11-29T18:50:00,triangle,6 - 10 minutes
Janesville,WI,2016-11-29T18:20:00,other,< 1 minute
Plainfield,IL,2016-11-29T12:10:00,changing,6 - 10 minutes
Happy Valley,OR,2016-11-29T06:45:00,circle,16 - 20 minutes
Anchor Point,AK,2016-11-29T06:00:00,fireball,31 - 60 minutes
England,XX,2016-11-29T02:15:00,triangle,1 - 5 minutes
Fishers,IN,2016-11-29T00:17:00,triangle,< 1 minute
Tazewell,VA,2016-11-28T23:00:00,circle,6 - 10 minutes
Sutherlin,OR,2016-11-28T23:00:00,other,1 - 5 minutes
Athol,MA,2016-11-28T22:00:00,light,11 - 15 minutes
England,XX,2016-11-28T20:09:00,diamond,1 - 5 minutes
American Canyon,CA,2016-11-28T19:00:00,chevron,6 - 10 minutes
Ste. Genevieve,MO,2016-11-28T18:48:00,light,21 - 30 minutes
St. Petersburg,FL,2016-11-28T18:35:00,circle,61 - 120 minutes
Waynesville,MO,2016-11-28T18:30:00,light,61 - 120 minutes
Seekonk,RI,2016-11-28T18:00:00,circle,< 1 minute
Vineland,NJ,2016-11-28T17:15:00,changing,1 - 5 minutes
Fairfield,ME,2016-11-28T16:45:00,cross,21 - 30 minutes
Netherlands,XX,2016-11-28T07:55:00,light,1 - 5 minutes
Athens,GA,2016-11-28T06:51:00,cigar,1 - 5 minutes
Centerville,IL,2016-11-28T06:00:00,fireball,< 1 minute
Mooresville,NC,2016-11-28T01:29:00,light,< 1 minute
Grand Junction,CO,2016-11-28T00:00:00,unknown,1 - 5 minutes
Carrying Place,ON,2016-11-27T22:15:00,light,1 - 5 minutes
St. Petersburg,FL,2016-11-27T19:30:00,circle,1 - 5 minutes
Bay Shore,NY,2016-11-27T16:58:00,light,61 - 120 minutes
Longmont,CO,2016-11-27T12:45:00,rectangle,6 - 10 minutes
Kenmore,WA,2016-11-27T12:35:00,circle,< 1 minute
Maui,HI,2016-11-27T11:30:00,unknown,1 - 5 minutes
Allentown,PA,2016-11-27T10:00:00,fireball,1 - 5 minutes
Lake Charles,LA,2016-11-27T03:20:00,light,< 1 minute
Raymond,NE,2016-11-27T00:07:00,circle,< 1 minute
Bailey,CO,2016-11-26T23:42:00,disk,1 - 5 minutes
Bergen,NY,2016-11-26T23:33:00,triangle,1 - 5 minutes
Middletown,NY,2016-11-26T23:30:00,light,61 - 120 minutes
Charlotte,NC,2016-11-26T22:30:00,light,< 1 minute
Davenport,FL,2016-11-26T22:00:00,circle,1 - 5 minutes
Allen Park,MI,2016-11-26T21:45:00,light,1 - 5 minutes
Naugatuck,CT,2016-11-26T19:35:00,light,1 - 5 minutes
Venice,FL,2016-11-26T19:27:00,light,31 - 60 minutes
Fairview,OR,2016-11-26T19:00:00,triangle,1 - 5 minutes
